Iteration,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5
78,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
79,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
80,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
81,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
82,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
83,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
84,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
85,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
86,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
87,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
88,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
89,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
90,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
91,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
92,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
93,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
94,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
95,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
96,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
97,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
98,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
99,0.9669583903591698,0.9890720658601309,0.977928477928478,0.945260155344189,0.9890767816228077
